coreid,aff_total,coresex,coreprefyr,Degree,Major,fy14,donor
97894,9,F,2005,MPAS  ,Physician Assistant Studies,250,1
97933,7,M,1999,BS    ,GRO Social Studies,40,1
98016,9,F,1971,MED   ,Reading,25,1
98031,13,F,1991,MSW   ,Social Work,50,1
98078,7,M,1977,BS    ,English Language and Literature,100,1
98129,10,M,1992,MSW   ,Social Work,300,1
98151,23,M,1979,BBA   ,Business General,100,1
98160,64,M,1978,BBA   ,Business General,1500,1
98169,8,F,1978,BBA   ,Accounting,100,1
98178,8,F,1987,BBA   ,Management,500,1
98189,8,F,1990,MPA   ,Public Administration,300,1
98219,28,F,1978,MBA   ,Management,300,1
98260,56,F,2000,MED   ,General Education,400,1
98325,1,F,2001,PBCE  ,,25,1
98332,4,F,1981,BME   ,Music,25,1
98337,37,M,1978,BBA   ,Business General,600,1
98363,7,F,1988,MED   ,Special Education,1000,1
98387,6,F,1985,BA    ,French,100,1
98400,6,F,1990,BS    ,Mathematics,50,1
98499,10,M,1985,BS    ,Criminal Justice,50,1
98521,3,F,1997,BSN   ,Nursing,20,1
98565,9,F,1982,MBA   ,Business General,430,1
98585,7,M,1992,MED   ,General Education,125,1
98629,31,F,1985,BS    ,Sociology,500,1
98634,18,M,1984,BS    ,Criminal Justice,1000,1
98648,26,F,1991,BS    ,Photography,100,1
98675,12,F,1993,BS    ,Biomedical Sciences,300,1
98719,13,M,1994,BBA   ,Finance,1000,1
98774,5,F,1991,MED   ,Special Education,40,1
98795,8,M,2000,BS    ,Occup Safety/Health Management,25,1
98856,14,M,1990,MST   ,Taxation,150,1
98931,11,F,1995,MED   ,General Education,53,1
98936,4,M,1995,BS    ,Computer Science,25,1
98979,17,F,2003,MED   ,General Education,110.09,1
99032,3,M,2002,BS    ,Biology,100,1
99293,4,M,1996,MED   ,General Education,300,1
99313,24,F,2001,BS    ,Group Science,45,1
99333,11,F,2001,BS    ,Biomedical Sciences,2500,1
99458,10,F,2003,BBA   ,Finance,50,1
99467,5,F,2000,BS    ,Group Science,20,1
99510,6,F,2000,BS    ,Health Communication,25,1
99574,10,F,2001,BS    ,Psychology,108,1
99690,8,F,1995,MPA   ,Public Administration,100,1
99701,3,F,1992,BBA   ,Accounting,100,1
99706,8,M,1978,BBA   ,Accounting,50,1
99770,1,F,1986,MED   ,General Education,50,1
99790,8,M,1977,MBA   ,Accounting,100,1
99866,12,F,1997,MED   ,General Education,150,1
99872,9,M,1983,BBA   ,Accounting,430,1
99875,18,F,1984,MPA   ,Public Administration,26,1
99884,11,M,1973,BS    ,Environmental Studies,10,1
99930,16,F,1991,BS    ,Biology,100,1
99959,1,F,1978,BS    ,Legal Administration,25,1
99987,23,F,1985,MSN   ,Nursing,700,1
100002,42,M,1987,BBA   ,Accounting,1300,1
100003,27,F,1978,BS    ,Criminal Justice,70,1
100020,2,M,1996,BS    ,Advertising & Public Relations,20,1
100068,9,M,1981,MBA   ,Business General,100,1
100074,8,F,1981,BS    ,Public Administration,50,1
100099,7,F,1995,BS    ,Health Science,50,1
100190,15,M,1988,BS    ,Advertising & Public Relations,750,1
100191,6,F,2010,BBA   ,Accounting,60,1
100250,5,F,1983,BS    ,Criminal Justice,100,1
100255,8,M,1994,BS    ,Public Administration,50,1
100288,6,F,1996,MS    ,Communications,200,1
100303,26,M,1992,BS    ,Mathematics,2600,1
100304,9,F,1983,BS    ,Biology,500,1
100335,18,M,1989,MED   ,General Education,300,1
100336,5,M,1986,BS    ,Journalism,50,1
100355,13,M,1994,MED   ,General Education,300,1
100358,9,M,1999,BBA   ,Accounting,300,1
100415,14,M,1988,BBA   ,Marketing,1000,1
100422,9,M,1986,BS    ,Criminal Justice,300,1
100514,13,M,1997,MS    ,Communications,3195.77,1
100565,23,M,1989,BBA   ,Business General,150,1
100566,1,F,1988,BS    ,Art,20,1
100596,3,F,2001,MPAS  ,Physician Assistant Studies,100,1
100601,5,F,1989,BS    ,Health Science,20,1
100625,1,F,2002,BS    ,Sociology,50,1
100674,2,M,1999,BS    ,Health Science,50,1
100682,3,M,2006,BS    ,Physical Education,40,1
100703,7,M,1991,MED   ,Special Education,40,1
100743,8,M,1992,BS    ,Natural Resource Management,25,1
100750,15,M,1993,MBA   ,Business General,150,1
100770,14,M,1994,MED   ,General Education,1000,1
100796,6,M,1997,BS    ,Health Science,100,1
100811,2,F,1993,BBA   ,Management,25,1
100821,35,M,2002,BBA   ,Business General,2250,1
100829,2,F,1994,BS    ,Psychology,10,1
100833,2,F,2000,BS    ,Psychology,25,1
100855,14,F,1999,MED   ,General Education,450,1
100860,19,M,1994,BBA   ,Finance,1200,1
100864,5,M,1995,BBA   ,Accounting,5000,1
100871,8,M,1993,BS    ,Broadcasting,100,1
100917,6,M,2002,BBA   ,Finance,500,1
100981,12,M,1999,BS    ,Occup Safety/Health Management,150,1
101027,21,F,2001,BS    ,Biomedical Sciences,1390,1
101065,19,F,1997,BS    ,Biology,50,1
101077,7,M,2000,BBA   ,Marketing,20,1
101105,2,F,1998,MPAS  ,Physician Assistant Studies,1000,1
101114,7,F,2000,MED   ,General Education,50,1
101148,8,F,1993,MS    ,Physical Therapy,75,1
101154,6,M,1999,BS    ,Information Systems,25,1
101166,5,F,2001,BS    ,GRO Social Studies,100,1
101210,8,F,2007,BBA   ,Finance,150,1
101255,10,F,1984,MED   ,General Education,300,1
101260,16,F,1980,MED   ,General Education,500,1
101278,10,F,1982,MPA   ,Public Administration,2500,1
101280,61,F,1977,MED   ,General Education,600,1
101282,2,F,1974,BS    ,GRP SS Hist,100,1
101330,3,F,1979,BS    ,Art,25,1
101336,9,F,1993,MED   ,General Education,50,1
101339,7,F,1998,MED   ,General Education,75,1
101351,9,M,1980,BME   ,Music,100,1
101354,5,F,2003,MED   ,General Education,50,1
101367,12,M,1982,BS    ,Computer Science,500,1
101397,7,F,1987,MED   ,General Education,50,1
101449,64,M,1975,MBA   ,Business General,80,1
101503,6,F,1986,BBA   ,Accounting,100,1
101536,1,F,1980,BBA   ,Business General,50,1
101541,3,F,1987,MED   ,Special Education,35,1
101616,16,M,1978,BS    ,History,150,1
101623,3,M,1986,MST   ,Taxation,1000,1
101636,10,M,1978,BS    ,Sociology,100,1
101646,10,M,1980,BS    ,Geology,100,1
101648,11,M,1992,MBA   ,Marketing,1000,1
101694,7,F,1987,BBA   ,Management,150,1
101699,5,F,1982,BS    ,Art,25,1
101719,27,F,1979,BS    ,Group SS Soc,600,1
101726,15,M,1978,BS    ,Group SS Soc,300,1
101729,8,M,1978,BS    ,Biology,35,1
101730,50,M,1992,BBA   ,Marketing,150,1
101751,28,F,1979,MSN   ,Nursing,250,1
101824,12,F,2008,MED   ,General Education,35,1
101863,6,F,1997,BS    ,Biology,25,1
101866,4,F,1978,BS    ,Nursing,100,1
101899,10,M,1994,MST   ,Taxation,125,1
101918,11,F,1995,BS    ,Biology,50,1
101929,6,M,1990,BS    ,Criminal Justice,100,1
101941,4,F,1996,BBA   ,Marketing,25,1
102020,7,F,1983,BBA   ,Marketing,50,1
102051,2,F,1983,BBA   ,Accounting,500,1
102060,3,F,1997,BA    ,Political Science,100,1
102116,9,M,1986,BS    ,Biology,50,1
102243,137,F,2001,MED   ,General Education,725,1
102257,3,M,1987,BS    ,Criminal Justice,25,1
102284,9,M,2004,BBA   ,Marketing,50,1
102308,7,F,2002,MED   ,General Education,50,1
102329,13,F,2006,MED   ,General Education,830,1
102335,3,F,2013,BA    ,International Relations,5,1
102337,9,F,1986,BS    ,Geology,100,1
102381,10,F,2001,BBA   ,Management,50,1
102394,67,F,2002,MBA   ,Business General,300,1
102412,16,F,1995,BS    ,Biomedical Sciences,100,1
102433,7,F,1990,BA    ,Biology,250,1
102446,8,F,1994,BS    ,Natural Resource Management,25,1
102451,8,F,1989,BS    ,Advertising & Public Relations,1000,1
102472,6,M,2001,BBA   ,Marketing,476.67,1
102494,29,M,1998,BS    ,Computer Science,500,1
102517,8,F,1998,BSN   ,Nursing,150,1
102527,5,F,2003,BS    ,Group Science,200,1
102691,1,M,2002,BBA   ,Business Economics,25,1
102712,7,M,2004,MED   ,General Education,25,1
102839,12,F,2000,DPT   ,Physical Therapy,100,1
102848,28,F,2003,MED   ,General Education,300,1
102867,13,M,1998,BS    ,Physical Education,300,1
102910,7,F,1995,EDS   ,Leadership,300,1
102918,3,M,1998,BS    ,Physical Education,300,1
102942,6,F,1998,BSN   ,Nursing,25,1
102954,2,M,2002,BS    ,Film and Video,100,1
102958,2,M,2007,BSE   ,Engineering,125,1
103074,16,M,1973,MS    ,Urban Education,50,1
103125,57,M,1980,MBA   ,Finance,600,1
103151,5,F,1998,PMCE  ,,40,1
103168,13,F,1995,BSN   ,Nursing - RN,1,1
103186,9,F,1998,MPA   ,Public Administration,250,1
103203,5,M,1989,BBA   ,Management,150,1
103265,8,M,1977,BS    ,Biology,400,1
103273,22,M,1974,MED   ,General Education,5,1
103301,5,M,1979,BS    ,Environmental Studies,100,1
103304,7,M,1977,BS    ,Physical Education,100,1
103305,17,F,1981,MBA   ,Business General,25,1
103356,6,F,1975,BS    ,Group SS Soc,196,1
103357,9,F,1984,BBA   ,Business General,160,1
103402,15,F,1982,BBA   ,Marketing,500,1
103480,2,M,1978,BBA   ,Business General,50,1
103631,7,M,1997,MBA   ,Business General,100,1
103660,11,F,1988,BS    ,Physical Therapy,200,1
103710,6,M,1996,BA    ,Sociology,50,1
103754,14,F,1987,BFA   ,Art,165,1
103768,1,M,1981,BS    ,Biology,100,1
103772,3,F,1998,BSN   ,Nursing,150,1
103782,7,M,1982,BS    ,Economics,15000,1
103800,1,M,1999,BSE   ,Engineering,50,1
103857,8,M,2003,MBA   ,Business General,500,1
103870,20,F,2000,BBA   ,Accounting,500,1
103911,3,F,1995,BS    ,Biomedical Sciences,50,1
103922,4,F,1989,BS    ,Physical Therapy,25,1
104014,5,M,1994,BS    ,Psychology,50,1
104027,13,F,2001,BBA   ,Marketing,100,1
104047,25,M,2000,BS    ,Film and Video,350,1
104127,7,F,2003,BBA   ,Accounting,1000,1
104177,8,F,1999,BS    ,Biology,50,1
104186,4,F,2000,MPA   ,Public Administration,50,1
104193,41,F,1988,MED   ,Special Education,200,1
104277,5,F,1998,BS    ,Health Science,50,1
104312,9,F,1995,BS    ,Biology,100,1
104352,6,F,2001,MS    ,Physical Therapy,25,1
104487,7,M,1995,MED   ,General Education,50,1
104550,12,M,2004,BS    ,Photography,75,1
104562,7,M,1994,BS    ,Political Science,100,1
104599,4,F,1996,BS    ,Physical Education,25,1
104616,8,F,2000,BS    ,Film and Video,25,1
104620,9,M,2005,BS    ,Physical Education,300,1
104676,45,M,2000,BS    ,Computer Science,45,1
104692,11,F,2006,BA    ,Public Administration,500,1
104803,6,M,1981,MST   ,Taxation,75,1
104810,6,M,1980,MBA   ,Accounting,50,1
104813,17,F,1979,BS    ,Physical Education,300,1
104820,12,M,1980,BAS   ,Industrial Technology,10,1
104825,26,M,1979,BPH   ,Environmental Studies,5000,1
104827,10,F,1981,BA    ,Spanish,25,1
104842,20,M,1976,MED   ,Reading,500,1
104857,12,M,1984,BBA   ,Finance,300,1
104907,3,M,1983,BS    ,Legal Administration,50,1
104923,11,M,1992,BS    ,Industrial Technology,75,1
104940,10,F,1977,BS    ,Sociology,150,1
104944,13,M,1991,BBA   ,Accounting,100,1
104978,17,F,1990,MSN   ,Nursing,25,1
104984,2,F,1977,BS    ,Nursing,50,1
105017,5,M,1978,BS    ,Sociology,80,1
105029,25,M,1979,BBA   ,Business General,630,1
105041,49,F,1999,MPA   ,Public Administration,83.36,1
105053,14,F,1992,BFA   ,Art,100,1
105097,6,F,2001,MSW   ,Social Work,50,1
105111,7,F,1994,BSN   ,Nursing - RN,25,1
105148,34,F,1997,MSN   ,Nursing,45,1
105202,19,M,1991,BFA   ,Art,250,1
105207,15,M,2000,MBA   ,Business General,50,1
105332,1,F,1989,MED   ,Special Education,75,1
105347,1,F,1980,BS    ,Special Education,200,1
105349,5,F,1990,BS    ,Legal Studies,75,1
105412,7,F,1982,BBA   ,Finance,150,1
105423,3,M,1988,BS    ,Hospitality Tourism Mgt,150,1
105435,13,M,1988,BBA   ,Finance,2100,1
105459,2,F,1998,MS    ,Occupational Therapy,75,1
105542,2,F,1998,BS    ,History,120,1
105568,11,F,2005,MS    ,Communications,40,1
105605,10,F,1992,BS    ,Broadcasting,100,1
105650,12,F,2000,MS    ,Physical Therapy,15,1
105655,5,M,1993,BS    ,Physical Education,125,1
105676,9,F,1997,MS    ,Physical Therapy,25,1
105696,3,M,1995,MED   ,Reading,50,1
105786,12,M,1990,BS    ,Computer Science,300,1
105892,15,F,1991,BBA   ,Accounting,300,1
105934,5,M,1997,BBA   ,Accounting,500,1
105983,13,M,1998,MPA   ,Public Administration,1050,1
106003,8,F,1991,BS    ,Physical Therapy,150,1
106046,8,F,2003,MSW   ,Social Work,25,1
106096,10,F,1992,BBA   ,Management,25,1
106231,25,M,1996,MED   ,General Education,50,1
106236,7,F,1996,MED   ,General Education,50,1
106353,6,F,1998,BS    ,Biomedical Sciences,200,1
106373,3,F,2000,BA    ,English Language and Literature,25,1
106376,9,M,2004,BBA   ,Finance,50,1
106385,12,F,1997,MSW   ,Social Work,500,1
106396,67,F,2002,MBA   ,Business General,350,1
106483,3,M,2000,MBA   ,Business General,100,1
106540,18,F,1983,MA    ,Reading,3500,1
106564,21,F,1979,BSN   ,Nursing,660,1
106611,11,M,1975,MBA   ,Finance,1000,1
106775,4,F,1993,BA    ,GRO Soc Science,2500,1
106804,8,F,1975,BS    ,Social Relations,75,1
106846,1,M,1998,MBA   ,Business General,15,1
106867,21,M,1979,BBA   ,Business General,600,1
107075,4,M,1997,MS    ,Biostatistics,20,1
107136,10,F,2003,MBA   ,Business General,50,1
107159,7,M,1994,MBA   ,Business General,1000,1
107259,20,M,2000,MS    ,Communications,75,1
107321,7,M,1991,MSW   ,Social Work,53,1
107347,14,M,1993,BBA   ,Accounting,500,1
107473,6,F,1988,BBA   ,Marketing,100,1
107533,6,F,1994,MPA   ,Public Administration,100,1
107538,2,M,1996,BA    ,Advertising & Public Relations,50,1
107590,4,F,1993,BA    ,English Language and Literature,20,1
107642,8,F,1989,BS    ,Physical Therapy,100,1
107648,13,M,2006,MED   ,General Education,150,1
107668,9,F,2001,MED   ,General Education,100,1
107683,4,F,1999,MED   ,School Counseling,50,1
107883,8,M,1996,BS    ,Natural Resource Management,25,1
107901,5,F,2004,BS    ,Clinical Laboratory Sciences,50,1
107942,1,M,1999,BBA   ,Accounting,200,1
107976,23,M,2003,MED   ,General Education,1050,1
108009,25,M,2002,BBA   ,Finance,1330,1
108025,9,F,2000,BS    ,Sociology,50,1
108052,2,F,1998,MSW   ,Social Work,15,1
108087,78,F,2007,MPA   ,Public Administration,260,1
108136,4,M,1995,MBA   ,Management,100,1
108165,60,M,1991,BA    ,Communications,510,1
108208,9,M,1981,MBA   ,Management,60,1
108227,9,M,1976,BS    ,Public Administration,100,1
108266,5,M,1988,BA    ,Music,14.43,1
108267,8,F,1979,BS    ,Nursing,100,1
108296,7,M,1989,BS    ,Mathematics,150,1
108356,16,F,1990,BS    ,GRO Soc Science,50,1
108358,4,F,1978,BSN   ,Nursing,25,1
108365,17,M,1977,BS    ,Criminal Justice,300,1
108368,17,F,2000,MBA   ,Business General,250,1
108455,7,F,2002,MSN   ,Nursing,75,1
108540,9,F,1989,BBA   ,Marketing,50,1
108633,7,M,1993,BS    ,Physical Education,400,1
108734,21,M,1988,BBA   ,Accounting,1000,1
108832,6,F,1985,BBA   ,Management,100,1
108850,11,M,1991,BS    ,Biology,150,1
108944,3,F,2003,BBA   ,Business Economics,25,1
108984,10,F,1989,BBA   ,Finance,1100,1
109007,5,M,2001,BS    ,Criminal Justice,50,1
109087,1,M,1998,BS    ,Biomedical Sciences,150,1
109094,4,F,1996,MED   ,Reading,250,1
109149,13,M,2003,BBA   ,Finance,100,1
109174,7,F,2000,BA    ,Spanish,100,1
109192,3,M,2005,BS    ,Criminal Justice,25,1
109218,1,F,1999,BS    ,Criminal Justice,50,1
109246,3,M,2002,BS    ,Psychology,50,1
109247,4,F,1994,BA    ,English Language and Literature,20,1
109266,6,F,1991,BS    ,Criminal Justice,50,1
109270,15,M,1993,BBA   ,Finance,100,1
109281,11,F,1992,MS    ,Physical Therapy,25,1
109358,14,F,2000,BS    ,Physical Education,150,1
109388,3,M,2003,BS    ,Computer Science,300,1
109456,4,M,1999,BSE   ,Engineering,1000,1
109477,4,F,1999,BA    ,Spanish,25,1
109484,2,F,2003,BS    ,Sociology,50,1
109501,31,F,2000,BA    ,Advertising & Public Relations,10,1
109548,10,M,2002,MSA   ,Accounting,400,1
109553,16,F,2002,BS    ,Legal Studies,50,1
109616,5,M,2000,MED   ,General Education,25,1
109636,0,M,1984,MST   ,Taxation,500,1
109647,14,F,1991,BS    ,Computer Science,100,1
109648,8,F,1985,BBA   ,Business General,50,1
109680,10,F,1975,MED   ,Biology,400,1
109696,15,F,1991,MBA   ,Business General,150,1
109737,9,F,1989,BS    ,Sociology,10000,1
109755,11,F,1990,BSW   ,Social Work,50,1
109788,3,F,1982,MS    ,Health Science,50,1
109794,24,F,1997,BA    ,History,20,1
109800,9,M,1976,BS    ,Nursing,500,1
109824,2,M,1980,MED   ,General Education,50,1
109828,13,F,1990,MED   ,General Education,1000,1
109887,8,F,1996,BBA   ,Business General,300,1
109958,4,M,1981,BS    ,Computer Science,150,1
109962,7,M,1980,BBA   ,Business General,500,1
109987,4,F,1976,BS    ,Public Administration,25,1
110001,6,M,1978,BBA   ,Marketing,50,1
110044,34,F,1980,BS    ,Special Education,500,1
110066,36,F,1995,MSN   ,Nursing,50,1
110070,8,F,1987,BS    ,Physical Therapy,150,1
110075,19,F,1980,BS    ,Art,1000,1
110079,14,M,1976,BS    ,Physical Education,50,1
110111,35,M,1982,BBA   ,Finance,14000,1
110172,10,F,1980,BS    ,Geology,100,1
110173,10,F,1993,MED   ,General Education,100,1
110176,12,M,1982,BS    ,Physical Education,150,1
110196,57,M,1983,BS    ,Art,10,1
110231,8,F,2003,MPA   ,Public Administration,500,1
110236,4,M,1980,BBA   ,Management,200,1
110242,6,F,1992,MED   ,Reading,100,1
110279,7,M,1983,BA    ,German,100,1
110379,6,M,1993,BBA   ,Accounting,50,1
110428,4,M,1998,MSW   ,Social Work,300,1
110451,19,F,1992,MBA   ,Business General,100,1
110492,8,M,2002,MED   ,General Education,150,1
110569,5,F,1996,MPA   ,Public Administration,20,1
110677,9,F,1996,MS    ,Physical Therapy,50,1
110762,3,M,1999,MED   ,General Education,50,1
110836,8,F,1995,BA    ,Psychology,30,1
111025,75,M,2002,BBA   ,Marketing,1650,1
111131,13,M,2007,BA    ,Philosophy,25,1
111155,8,F,2001,BBA   ,Management,50,1
111173,3,F,2003,BS    ,Health Science,50,1
111192,12,M,2001,BBA   ,Marketing,2500,1
111202,5,F,2002,BS    ,Biomedical Sciences,250,1
111221,15,M,2003,BS    ,Physical Education,300,1
111225,13,M,2001,BBA   ,Finance,100,1
111278,9,F,2000,BS    ,Therapeutic Recreation,50,1
111405,8,F,1979,BS    ,Nursing,300,1
111408,13,F,1991,BBA   ,Marketing,300,1
111484,1,M,1977,BS    ,Geology,500,1
111490,29,F,1991,MED   ,Reading,680,1
111549,24,M,1979,BS    ,Criminal Justice,300,1
111553,4,M,1977,MED   ,Special Education,50,1
111625,51,M,1980,BS    ,Therapeutic Recreation,1200,1
111640,3,F,1982,BS    ,Geology,50,1
111676,9,M,1979,BS    ,Group SS Soc,100,1
111681,9,F,1979,BS    ,Nursing,300,1
111704,63,M,1992,BS    ,Criminal Justice,2025,1
111707,7,F,1978,BS    ,Biology,1000,1
111714,6,F,1978,BBA   ,Marketing,500,1
111762,27,M,1980,BBA   ,Finance,17000,1
111764,41,M,1985,MPA   ,Public Administration,500,1
111790,1,M,1996,MED   ,General Education,100,1
111843,3,M,1993,BA    ,Spanish,100,1
111851,13,F,1994,BBA   ,Accounting,500,1
112005,28,F,1991,BS    ,Therapeutic Recreation,150,1
112104,9,M,1993,BS    ,Criminal Justice,50,1
112123,2,F,1988,BS    ,Occup Safety/Health Management,1500,1
112125,9,F,2001,MED   ,General Education,25,1
112134,11,F,2001,MSN   ,Nursing,250,1
112165,12,M,1996,MBA   ,Business General,800,1
112286,8,F,1986,BA    ,Spanish,50,1
112337,25,F,2001,MPA   ,Public Administration,50,1
112366,18,M,1992,BS    ,Anthropology,1996,1
112371,4,F,1989,BS    ,Biomedical Sciences,80,1
112433,15,M,2004,BBA   ,Management,410,1
112436,4,F,1996,BS    ,Physical Education,100,1
112464,10,F,1992,BSN   ,Nursing,500,1
112466,9,F,1996,BS    ,Geology,200,1
112469,5,F,1998,BBA   ,Finance,300,1
112471,6,F,1994,MED   ,General Education,100,1
112486,11,M,1998,BBA   ,Finance,150,1
112521,2,M,1989,BS    ,Biomedical Sciences,10000,1
112679,15,M,1998,BS    ,Advertising & Public Relations,150,1
112754,8,F,1998,BS    ,Chemistry,40,1
112757,15,M,1999,BBA   ,Management,500,1
112853,4,F,1997,BS    ,Physical Education,500,1
112875,11,M,2003,BS    ,GRO Social Studies,50,1
112879,9,M,2003,MBA   ,Business General,50,1
112880,10,M,2001,MED   ,Special Education,150,1
112931,6,F,1977,MSW   ,Social Work,200,1
112957,9,M,1982,MBA   ,Accounting,500,1
112996,7,F,1982,BS    ,Special Education,25,1
113004,8,M,1978,BA    ,Music,15,1
113016,7,F,1972,BS    ,History,130,1
113104,3,M,1978,BS    ,Biology,3500,1
113114,10,F,1976,BS    ,Psychology,450,1
113140,16,F,1989,DNP   ,Nursing,2500,1
113153,12,F,2002,MSN   ,Nursing,125,1
113164,7,F,1997,MSN   ,Nursing,25,1
113168,11,F,1994,MSN   ,Nursing,100,1
113215,109,M,2009,MS    ,Communications,440,1
113267,9,M,1992,BBA   ,Management,100,1
113279,30,M,1985,BBA   ,Marketing,2000,1
113300,16,F,1992,BBA   ,Management,200,1
113377,7,M,1988,BS    ,Criminal Justice,8.53,1
113382,9,M,1979,BA    ,Environmental Studies,200,1
113390,17,F,1988,BBA   ,Accounting,930,1
113443,20,M,1980,BS    ,Biology,825,1
113456,1,F,2007,MED   ,General Education,100,1
113503,18,F,1989,BA    ,Broadcasting,500,1
113514,11,M,1995,BBA   ,Accounting,1000,1
113556,8,M,1981,BBA   ,Accounting,50,1
113573,10,F,1991,MST   ,Taxation,100,1
113578,26,F,2002,DNP   ,Nursing,8,1
113648,1,F,2002,BA    ,GRO Social Studies,50,1
113709,1,M,1995,MED   ,General Education,100,1
113719,17,F,1999,BS    ,Political Science,50,1
113837,6,F,2008,MED   ,General Education,150,1
113855,3,F,1998,MSW   ,Social Work,50,1
113874,7,M,1987,BBA   ,Facilities Management,25,1
113938,13,F,2001,BS    ,Advertising & Public Relations,700,1
114006,10,M,2005,MED   ,School Counseling,300,1
114027,10,M,1990,BS    ,Biology,50,1
114058,3,F,2002,MED   ,General Education,50,1
114172,4,F,1998,BS    ,Physical Education,75,1
114177,4,F,1991,BBA   ,Finance,20,1
114180,7,M,1995,BS    ,GRO Soc Science,100,1
114227,13,M,1997,BBA   ,Marketing,3000,1
114233,53,F,1999,BA    ,Psychology,25,1
114302,3,F,1992,BBA   ,Business General,50,1
114350,5,M,2005,BBA   ,Marketing,50,1
114373,6,F,2014,MED   ,Higher Education,25,1
114428,28,M,1998,BS    ,Film and Video,25,1
114429,6,F,1996,BBA   ,Accounting,25,1
114441,48,F,2003,MBA   ,Business General,500,1
114455,17,F,2000,MED   ,Special Education,1000,1
114589,8,F,1998,MED   ,Reading,35,1
114609,2,M,2000,BS    ,Health Science,100,1
114635,4,F,2002,BA    ,Communications,10,1
114673,7,F,1993,BSN   ,Nursing,25,1
114688,2,F,1981,MED   ,General Education,50,1
114741,9,F,1980,BBA   ,Accounting,50,1
114799,8,F,1996,BS    ,Information Systems,1000,1
114831,14,M,1987,BAS   ,Technology Management,100,1
114835,83,F,1968,BS    ,Group Science,1000,1
114845,13,M,1997,MBA   ,Business General,50,1
114858,9,M,1987,BS    ,Computer Science,400,1
114972,24,M,1978,BS    ,Physical Education,300,1
114974,8,M,1987,BS    ,Computer Science,10,1
115011,7,M,1980,BS    ,Art,20,1
115030,1,M,1981,BBA   ,Accounting,100,1
115039,12,M,1976,BBA   ,Business General,100,1
115077,8,F,1989,BME   ,Music,100,1
115107,8,F,1978,BS    ,Special Education,200,1
115174,7,F,1975,BPH   ,Environmental Studies,150,1
115239,49,M,2002,MBA   ,Business General,100,1
115282,9,F,1991,BS    ,Physical Therapy,50,1
115320,38,M,1981,BBA   ,Marketing,500,1
115326,11,F,1978,BS    ,Economics,50,1
115363,13,M,1983,MBA   ,Business General,650,1
115370,54,M,1984,MSW   ,School Social Work,500,1
115403,17,F,2003,DNP   ,Nursing,378,1
115440,2,M,1995,MS    ,Physical Therapy,25,1
115445,1,M,1982,BBA   ,Marketing,100,1
115447,2,M,1987,BS    ,Chemistry,50,1
115463,4,F,1998,MED   ,General Education,50,1
115486,10,F,1982,BSN   ,Nursing,80,1
115526,6,M,1994,BBA   ,Accounting,150,1
115538,7,F,1990,BS    ,Economics,25,1
115544,10,M,1995,BBA   ,Accounting,50,1
115564,9,M,1992,BSN   ,Nursing,100,1
115691,6,F,1985,BA    ,Psychology,50,1
115697,7,M,1994,MBA   ,Business General,100,1
115706,1,M,1996,MBA   ,Business General,100,1
115736,3,F,1984,BBA   ,Marketing,50,1
115745,5,F,1986,BS    ,Physical Therapy,50,1
115763,11,F,1989,BS    ,Health Science,500,1
115769,2,F,1989,BSN   ,Nursing,100,1
115816,5,M,1997,MS    ,Computer Information Systems,250,1
115860,10,F,1986,BBA   ,Accounting,300,1
115910,15,F,1987,BS    ,Criminal Justice,75,1
115912,7,F,1989,BS    ,Physical Therapy,75,1
115975,2,M,2003,BSN   ,Nursing,50,1
116038,9,M,1987,BBA   ,Accounting,250,1
116125,8,M,1993,BBA   ,Finance,125,1
116132,8,M,1993,BS    ,Mathematics,200,1
116146,19,M,1992,BBA   ,Finance,300,1
116179,34,F,2001,MPA   ,Public Administration,75,1
116257,6,F,1998,MED   ,Reading,250,1
116284,5,F,1989,BA    ,Psychology,60,1
116339,11,F,1994,MED   ,General Education,300,1
116381,9,M,1993,BBA   ,Management,150,1
116467,8,F,2000,BBA   ,Accounting,150,1
116468,13,F,1997,BS    ,Biomedical Sciences,230,1
116542,2,M,2003,BS    ,Computer Science,10,1
116631,8,F,2002,MPA   ,Public Administration,50,1
116723,22,M,2005,BBA   ,Finance,150,1
116805,8,M,1997,MBA   ,Business General,100,1
116808,9,F,1975,MED   ,Special Education,100,1
116847,5,M,1977,BS    ,Environmental Studies,10,1
116862,10,F,1975,BSN   ,Nursing,100,1
116928,2,M,1994,BBA   ,Business General,150,1
116975,13,F,1999,MED   ,General Education,50,1
117024,7,F,1992,BBA   ,Management,150,1
117074,4,M,1979,BBA   ,Business General,75,1
117098,5,F,1991,BSN   ,Nursing,10,1
117113,9,F,1985,MED   ,Reading,100,1
117199,14,M,1982,BS    ,Biology,400,1
117222,11,F,1994,MS    ,Physical Therapy,100,1
117226,8,M,1989,BS    ,Computer Science,200,1
117288,4,F,1997,MSW   ,Social Work,20,1
117310,7,F,1980,BS    ,Chemistry,2000,1
117353,6,M,1985,BS    ,Computer Science,50,1
117396,3,M,1989,MSN   ,Nursing,100,1
117406,4,F,1985,BS    ,Computer Science,25,1
117410,9,F,1979,BS    ,Natural Resource Management,100,1
117490,3,M,1997,BS    ,Therapeutic Recreation,300,1
117498,24,M,1987,MED   ,General Education,100,1
117533,1,F,2000,BBA   ,Management,25,1
117564,1,F,1990,MED   ,Reading,50,1
117584,13,M,1998,BS    ,Physical Education,300,1
